brand,model_year,mileage_km,engine_power_hp,engine_capacity_cc,fuel_type,transmission,damage_score,price_usd
BMW,2016,105634.0,224.0,2.6,Gasoline,Automatic,0,30748.01
Audi,2020,48088.0,274.0,2.9,Hybrid,Automatic,0,50499.04
Honda,2019,68016.0,229.0,2.8,Gasoline,Manual,0,24815.51
Toyota,2018,101662.0,195.0,2.3,Diesel,Automatic,1,21607.73
BMW,2023,19844.0,222.0,2.8,Gasoline,Automatic,0,47825.84
Volkswagen,2022,45063.0,197.0,2.6,Gasoline,Automatic,0,30082.85
Mercedes-Benz,2022,61636.0,267.0,3.0,Gasoline,Automatic,0,52722.58
Toyota,2018,113897.0,387.0,4.2,Diesel,Manual,1,37683.69
Mercedes-Benz,2023,19824.0,235.0,2.9,Diesel,Automatic,0,53645.06
Honda,2018,76160.0,163.0,2.4,Diesel,Automatic,0,17740.18
Toyota,2011,269431.0,197.0,2.4,Gasoline,Automatic,0,13686.64
Toyota,2012,129627.0,211.0,2.6,Gasoline,Automatic,1,19070.56
Mercedes-Benz,2016,155284.0,106.0,1.9,Diesel,Automatic,2,10366.47
BMW,2014,190806.0,285.0,3.0,Hybrid,Manual,0,32605.74
Volkswagen,2011,181687.0,416.0,3.9,Gasoline,Manual,0,39352.37
Ford,2012,161051.0,407.0,3.4,Diesel,Manual,2,27649.81
Mercedes-Benz,2019,52902.0,386.0,3.9,Gasoline,Automatic,3,37848.71
Ford,2015,147385.0,341.0,3.6,Diesel,Manual,1,27909.33
Mercedes-Benz,2022,46701.0,208.0,2.3,Hybrid,Manual,3,30528.1
Ford,2016,86105.0,251.0,2.9,Hybrid,Automatic,1,25192.23
Ford,2018,92389.0,287.0,2.9,Diesel,Manual,1,27685.4
Ford,2010,207786.0,134.0,1.9,Gasoline,Automatic,0,7198.2
Honda,2020,83612.0,403.0,4.1,Hybrid,Automatic,0,54215.24
BMW,2016,126524.0,268.0,2.7,Diesel,Manual,0,34332.82
Volkswagen,2017,63058.0,133.0,1.8,Gasoline,Automatic,2,12983.96
Honda,2021,53560.0,360.0,3.9,Diesel,Manual,2,31922.23
Audi,2023,30847.0,167.0,2.2,Electric,Automatic,1,40337.93
Ford,2012,211059.0,415.0,4.2,Hybrid,Automatic,0,43156.54
Volkswagen,2013,146658.0,267.0,2.6,Gasoline,Manual,0,26919.08
Audi,2019,130865.0,92.0,1.4,Diesel,Manual,0,16282.99
Volkswagen,2015,80647.0,303.0,3.0,Hybrid,Automatic,0,34587.09
Toyota,2019,72782.0,163.0,2.1,Gasoline,Manual,1,18248.28
Audi,2016,119426.0,140.0,1.7,Diesel,Manual,2,11732.16
Volkswagen,2022,38871.0,156.0,2.2,Diesel,Automatic,0,26822.87
Ford,2023,23395.0,182.0,2.4,Gasoline,Automatic,0,24499.64
Toyota,2013,182957.0,265.0,2.7,Gasoline,Automatic,1,21108.59
Mercedes-Benz,2017,120189.0,234.0,2.5,Diesel,Automatic,0,36328.9
Volkswagen,2014,154738.0,96.0,1.5,Hybrid,Automatic,2,7117.07
Volkswagen,2010,221675.0,358.0,3.3,Diesel,Manual,0,31715.48
Audi,2013,146420.0,411.0,3.4,Diesel,Automatic,0,48207.41
Mercedes-Benz,2012,109273.0,93.0,1.6,Gasoline,Automatic,0,10903.19
Toyota,2018,86455.0,227.0,2.5,Gasoline,Automatic,0,27196.62
Honda,2017,117983.0,320.0,3.2,Diesel,Automatic,0,36150.88
Honda,2010,218315.0,177.0,2.1,Gasoline,Manual,0,14014.48
BMW,2020,66568.0,106.0,1.9,Hybrid,Manual,0,26000.92
Toyota,2015,164681.0,141.0,2.5,Gasoline,Automatic,0,11451.34
Volkswagen,2018,85929.0,223.0,2.4,Gasoline,Automatic,0,27297.91
Mercedes-Benz,2016,123307.0,300.0,3.4,Gasoline,Automatic,0,41878.58
Mercedes-Benz,2013,196521.0,414.0,4.0,Hybrid,Manual,0,49412.21
Ford,2022,43907.0,308.0,3.2,Gasoline,Automatic,1,36453.19
Mercedes-Benz,2010,140658.0,294.0,3.0,Gasoline,Automatic,2,26472.88
Toyota,2021,42032.0,300.0,3.1,Gasoline,Automatic,0,38480.52
Mercedes-Benz,2011,234248.0,366.0,3.8,Hybrid,Automatic,0,39328.68
Toyota,2021,88662.0,113.0,1.6,Gasoline,Automatic,0,15267.76
Ford,2014,201907.0,93.0,1.6,Gasoline,Manual,0,3500.0
Mercedes-Benz,2021,60184.0,241.0,3.0,Gasoline,Automatic,1,40479.91
Toyota,2020,51308.0,348.0,3.7,Diesel,Automatic,2,33169.83
Honda,2014,160651.0,413.0,3.7,Gasoline,Manual,1,34602.18
BMW,2017,155326.0,257.0,2.8,Gasoline,Manual,0,32113.97
BMW,2015,158698.0,265.0,3.0,Gasoline,Automatic,0,31314.53
BMW,2017,110412.0,399.0,4.0,Diesel,Automatic,2,40563.5
BMW,2011,225928.0,380.0,3.9,Diesel,Automatic,0,39895.39
Volkswagen,2012,118893.0,145.0,2.1,Diesel,Manual,0,11949.41
Honda,2015,109328.0,197.0,2.5,Hybrid,Automatic,3,15045.94
Ford,2021,48468.0,385.0,3.8,Electric,Automatic,1,51686.54
Honda,2022,47589.0,413.0,4.3,Gasoline,Automatic,1,46519.9
Audi,2019,96048.0,391.0,3.7,Diesel,Automatic,0,51650.51
Volkswagen,2012,173829.0,230.0,2.7,Diesel,Automatic,0,20464.99
Ford,2015,113485.0,244.0,2.5,Hybrid,Automatic,0,24501.26
Ford,2015,137842.0,351.0,3.3,Gasoline,Automatic,1,35002.97
Audi,2011,164910.0,362.0,3.7,Diesel,Automatic,0,38167.86
Toyota,2016,102550.0,321.0,3.1,Gasoline,Automatic,2,27651.12
Volkswagen,2021,66788.0,330.0,3.3,Hybrid,Automatic,1,43804.7
Volkswagen,2011,164566.0,347.0,3.8,Gasoline,Automatic,0,34821.48
Volkswagen,2015,82381.0,338.0,3.7,Gasoline,Automatic,0,40826.49
Toyota,2010,145780.0,166.0,2.6,Gasoline,Automatic,0,12106.79
Mercedes-Benz,2012,110116.0,269.0,3.2,Gasoline,Automatic,1,28451.01
Audi,2011,214334.0,155.0,2.6,Diesel,Automatic,1,10208.28
Volkswagen,2016,133606.0,397.0,3.9,Gasoline,Automatic,1,39910.03
BMW,2023,21096.0,260.0,2.7,Gasoline,Automatic,0,54367.4
Audi,2013,201418.0,111.0,1.6,Hybrid,Automatic,0,9191.71
BMW,2017,145634.0,196.0,2.7,Gasoline,Manual,1,22748.54
Toyota,2015,122155.0,412.0,4.0,Diesel,Automatic,0,45809.7
Volkswagen,2021,54970.0,316.0,3.3,Gasoline,Manual,1,35380.64
Volkswagen,2019,53355.0,305.0,3.1,Gasoline,Manual,1,33167.02
Ford,2013,231420.0,158.0,2.0,Hybrid,Automatic,0,10891.08
BMW,2014,115751.0,173.0,2.3,Diesel,Manual,0,20378.77
Audi,2022,41546.0,192.0,2.2,Gasoline,Automatic,0,40178.7
Audi,2022,38495.0,128.0,2.0,Electric,Manual,0,33709.96
Ford,2024,1000.0,102.0,2.0,Hybrid,Manual,1,16640.14
Toyota,2024,14775.0,386.0,3.3,Electric,Automatic,1,59611.17
Hyundai,2018,100278.0,402.0,3.6,Gasoline,Automatic,2,32328.58
Mercedes-Benz,2016,121208.0,270.0,3.1,Gasoline,Automatic,1,35089.08
Toyota,2019,45573.0,357.0,3.8,Diesel,Automatic,0,45612.72
Audi,2023,40833.0,102.0,1.6,Diesel,Manual,0,27851.24
Mercedes-Benz,2023,29259.0,209.0,2.1,Gasoline,Automatic,1,45000.48
Volkswagen,2018,159798.0,146.0,2.3,Diesel,Automatic,0,18053.71
Volkswagen,2016,97948.0,129.0,1.8,Gasoline,Automatic,1,13030.15
Ford,2021,68731.0,217.0,2.5,Diesel,Automatic,1,24498.2
Toyota,2010,252343.0,262.0,2.9,Gasoline,Automatic,0,20629.22
Ford,2021,39439.0,124.0,1.8,Diesel,Automatic,0,19403.23
Mercedes-Benz,2017,139627.0,348.0,3.3,Gasoline,Automatic,0,48596.42
Toyota,2013,149279.0,94.0,1.5,Hybrid,Automatic,2,3629.76
Ford,2012,164591.0,307.0,3.6,Diesel,Automatic,0,30945.35
Ford,2023,8946.0,100.0,1.9,Diesel,Manual,2,12915.58
Volkswagen,2022,42656.0,416.0,4.1,Electric,Automatic,0,66114.96
Audi,2016,84294.0,206.0,2.0,Diesel,Automatic,3,17712.25
Ford,2021,48923.0,273.0,3.1,Electric,Automatic,0,41768.97
Ford,2012,131634.0,205.0,2.6,Gasoline,Automatic,0,16318.54
BMW,2017,106813.0,251.0,2.5,Gasoline,Manual,2,24100.51
Ford,2015,156421.0,156.0,2.2,Gasoline,Automatic,2,8873.8
Honda,2014,157164.0,289.0,3.3,Gasoline,Automatic,0,27981.16
Ford,2013,198149.0,120.0,2.0,Hybrid,Manual,1,4655.63
Toyota,2017,157956.0,164.0,2.0,Gasoline,Automatic,2,11345.29
Toyota,2017,104656.0,326.0,3.3,Diesel,Automatic,0,37891.96
Volkswagen,2021,46860.0,416.0,4.1,Diesel,Automatic,0,55615.15
Ford,2010,264386.0,155.0,2.1,Diesel,Automatic,2,5350.76
Audi,2018,115220.0,159.0,2.4,Diesel,Automatic,0,23490.71
Ford,2023,33782.0,386.0,3.8,Diesel,Manual,0,46969.88
Volkswagen,2014,,109.0,1.9,Gasoline,Automatic,1,7995.95
Volkswagen,2013,186407.0,315.0,3.4,Gasoline,Automatic,0,30911.73
Toyota,2015,142163.0,288.0,2.8,Diesel,Manual,0,28464.35
BMW,2015,171777.0,128.0,1.9,Diesel,Automatic,3,10214.76
Toyota,2011,163983.0,234.0,2.6,Gasoline,Automatic,0,20722.68
Hyundai,2017,65845.0,134.0,2.2,Hybrid,Automatic,1,12872.76
Toyota,2016,142175.0,415.0,4.1,Gasoline,Automatic,2,36706.94
Ford,2010,84536.0,180.0,2.2,Gasoline,Automatic,0,12929.33
Toyota,2014,112632.0,327.0,3.1,Gasoline,Automatic,0,32599.18
Hyundai,2021,40058.0,159.0,1.8,Diesel,Automatic,0,17868.85
Volkswagen,2015,104504.0,255.0,2.9,Diesel,Manual,0,26611.64
Volkswagen,2013,139078.0,219.0,2.4,Gasoline,Automatic,1,18928.59
Toyota,2011,251072.0,303.0,3.3,Gasoline,Automatic,1,24624.34
BMW,2022,56287.0,178.0,1.9,Diesel,Automatic,0,39074.8
Honda,2023,19269.0,341.0,3.8,Gasoline,Automatic,0,45692.39
Audi,2013,212782.0,161.0,2.3,Gasoline,Automatic,0,13147.95
Honda,2010,157333.0,254.0,2.8,Diesel,Automatic,0,22955.45
Honda,2016,93455.0,138.0,2.3,Gasoline,Manual,0,13847.88
Toyota,2011,231296.0,141.0,2.2,Hybrid,Automatic,0,6266.35
Ford,2022,61311.0,378.0,3.6,Gasoline,Manual,1,40426.85
Volkswagen,2011,168960.0,367.0,3.6,Diesel,Automatic,0,37231.69
Toyota,2018,63620.0,203.0,2.1,Diesel,Automatic,0,24484.17
Mercedes-Benz,2014,212713.0,328.0,3.6,Hybrid,Automatic,1,35302.83
Ford,2011,109974.0,222.0,2.5,Gasoline,Manual,0,19820.75
Volkswagen,2020,57047.0,363.0,3.2,Diesel,Automatic,0,48342.78
Ford,2018,106578.0,255.0,2.6,Diesel,Manual,0,26091.06
Ford,2018,134517.0,382.0,3.9,Diesel,Manual,0,37727.8
Volkswagen,2010,221602.0,332.0,3.7,Diesel,Automatic,0,32705.14
Toyota,2020,75418.0,409.0,3.9,Diesel,Automatic,2,38471.1
Honda,2012,161483.0,227.0,2.4,Hybrid,Manual,0,20576.65
Mercedes-Benz,2013,189106.0,168.0,1.9,Gasoline,Manual,3,11120.98
Audi,2023,36733.0,259.0,3.1,Gasoline,Automatic,0,48689.91
Ford,2016,81968.0,212.0,2.6,Hybrid,Automatic,0,24314.53
Honda,2019,102066.0,265.0,2.8,Gasoline,Manual,0,29350.12
BMW,2013,210455.0,389.0,3.7,Electric,Automatic,0,50240.67
Ford,2011,236775.0,171.0,2.4,Diesel,Automatic,0,10871.42
Toyota,2016,127848.0,176.0,2.4,Diesel,Automatic,0,17491.37
Toyota,2015,104703.0,314.0,3.1,Gasoline,Automatic,0,34961.01
BMW,2012,75681.0,105.0,1.5,Gasoline,Manual,0,12998.48
BMW,2015,140147.0,399.0,3.6,Diesel,Automatic,0,49722.24
Toyota,2020,77884.0,252.0,2.7,Hybrid,Automatic,0,35519.39
Honda,2024,23005.0,187.0,2.2,Electric,Automatic,0,36202.02
Honda,2015,169349.0,245.0,3.1,Gasoline,Automatic,1,19504.01
BMW,2021,54992.0,91.0,1.5,Gasoline,Automatic,2,19919.14
Toyota,2014,197860.0,258.0,2.6,Gasoline,Manual,0,22523.52
Toyota,2013,202673.0,404.0,3.6,Hybrid,Manual,0,41010.17
Mercedes-Benz,2019,70119.0,414.0,3.9,Gasoline,Manual,0,57761.8
Toyota,2021,64054.0,181.0,1.9,Gasoline,Automatic,2,19802.39
BMW,2024,18965.0,270.0,2.9,Gasoline,Automatic,0,59757.4
Honda,2010,232508.0,320.0,3.0,Gasoline,Automatic,1,26497.12
Toyota,2019,43583.0,390.0,4.0,Electric,Manual,0,52349.75
Honda,2015,94616.0,237.0,2.7,Diesel,Automatic,0,25693.23
BMW,2011,253566.0,369.0,4.1,Gasoline,Automatic,0,40053.38
Mercedes-Benz,2022,43182.0,278.0,2.9,Gasoline,Automatic,0,55074.03
Mercedes-Benz,2012,204928.0,403.0,3.3,Gasoline,Automatic,2,34104.3
Ford,2023,29934.0,217.0,2.8,Gasoline,Manual,0,28364.95
BMW,2017,57894.0,96.0,1.8,Gasoline,Automatic,0,19370.29
Honda,2019,75637.0,136.0,2.1,Diesel,Automatic,0,17511.09
Honda,2023,24195.0,142.0,1.8,Gasoline,Manual,1,19595.22
Audi,2023,25950.0,276.0,3.0,Gasoline,Automatic,0,52312.05
Toyota,2015,121086.0,127.0,1.9,Gasoline,Manual,0,11134.15
Toyota,2012,244601.0,315.0,3.2,Diesel,Automatic,0,29395.22
Honda,2016,115994.0,142.0,1.7,Diesel,Automatic,0,12610.61
Toyota,2013,189270.0,313.0,3.8,Diesel,Manual,1,23833.25
Honda,2023,36493.0,243.0,2.9,Diesel,Automatic,0,34781.25
Volkswagen,2018,82358.0,137.0,2.1,Diesel,Automatic,0,19670.4
Ford,2024,17961.0,236.0,2.9,Gasoline,Manual,0,34325.23
Audi,2014,208947.0,153.0,2.2,Hybrid,Automatic,2,13116.59
Mercedes-Benz,2012,263464.0,,2.8,Gasoline,Manual,0,24172.3
Ford,2011,210164.0,214.0,2.8,Gasoline,Automatic,0,15956.19
Honda,2020,63845.0,268.0,3.1,Diesel,Manual,2,24118.03
Ford,2011,206123.0,128.0,1.8,Gasoline,Manual,0,8330.2
Volkswagen,2012,202133.0,349.0,3.7,Electric,Manual,3,24194.65
Honda,2011,256580.0,92.0,1.6,Diesel,Manual,0,3500.0
Volkswagen,2023,11788.0,153.0,2.1,Hybrid,Automatic,0,28681.63
Ford,2013,156843.0,118.0,2.0,Hybrid,Manual,1,6455.83
Volkswagen,2011,141251.0,100.0,2.0,Electric,Automatic,2,3500.0
Ford,2019,61607.0,186.0,2.2,Hybrid,Manual,0,21543.23
Honda,2018,112196.0,292.0,3.2,Hybrid,Manual,2,25429.16
Audi,2011,231142.0,110.0,2.2,Diesel,Automatic,0,6483.8
Mercedes-Benz,2018,82411.0,128.0,1.9,Gasoline,Automatic,1,22238.06
Toyota,2022,48306.0,312.0,3.3,Gasoline,Automatic,0,41888.81
Mercedes-Benz,2015,174449.0,191.0,2.8,Diesel,Automatic,0,23717.37
Volkswagen,2010,311263.0,135.0,2.1,Electric,Manual,2,3989.87
Audi,2013,175192.0,155.0,1.8,Diesel,Automatic,2,11915.89
Mercedes-Benz,2024,22364.0,180.0,2.1,Hybrid,Manual,0,51274.24
Ford,2023,23880.0,253.0,2.9,Hybrid,Manual,0,37749.9
Toyota,2010,139602.0,200.0,2.5,Gasoline,Automatic,0,14069.26
Honda,2023,36558.0,212.0,2.5,Gasoline,Automatic,0,32134.76
Volkswagen,2015,87221.0,282.0,3.4,Gasoline,Automatic,0,31603.1
Volkswagen,2023,41205.0,188.0,2.2,Gasoline,Manual,0,28856.63
Honda,2022,33805.0,380.0,3.7,Diesel,Automatic,0,49766.7
Toyota,2013,145487.0,248.0,2.4,Electric,Automatic,1,24307.73
Mercedes-Benz,2012,177063.0,192.0,2.6,Diesel,Automatic,0,19255.54
Hyundai,2012,157778.0,370.0,3.5,Gasoline,Manual,0,32769.11
Volkswagen,2018,118640.0,132.0,2.2,Gasoline,Manual,0,14399.51
Toyota,2015,204189.0,173.0,2.4,Gasoline,Automatic,1,11471.49
Honda,2018,86026.0,280.0,3.5,Diesel,Automatic,0,34637.97
Toyota,2022,34601.0,140.0,2.1,Gasoline,Automatic,0,22739.75
Audi,2014,143762.0,299.0,3.1,Gasoline,Automatic,1,30789.35
Toyota,2011,219365.0,215.0,2.6,Gasoline,Manual,2,13464.69
Volkswagen,2017,103956.0,158.0,2.0,Gasoline,Automatic,1,18274.78
Honda,2014,210022.0,354.0,3.6,Hybrid,Automatic,2,27545.13
Volkswagen,2011,243011.0,347.0,3.4,Gasoline,Manual,1,25680.2
BMW,2013,110431.0,277.0,3.0,Gasoline,Manual,1,27859.3
Mercedes-Benz,2018,120077.0,319.0,3.1,Gasoline,Automatic,0,45356.2
Honda,2024,15696.0,278.0,3.0,Gasoline,Automatic,0,43227.33
Toyota,2013,148219.0,99.0,1.9,Diesel,Automatic,0,4781.91
Toyota,2022,31464.0,203.0,2.1,Diesel,Manual,0,29782.48
Audi,2021,49078.0,165.0,2.0,Diesel,Automatic,0,34287.17
Mercedes-Benz,2021,45306.0,253.0,2.8,Diesel,Manual,0,47230.85
Volkswagen,2021,24826.0,174.0,1.8,Gasoline,Automatic,1,23321.41
Volkswagen,2022,34737.0,138.0,2.3,Diesel,Automatic,0,23819.9
BMW,2024,20184.0,415.0,3.8,Gasoline,Manual,0,71119.13
Toyota,2023,38058.0,266.0,2.7,Gasoline,Manual,3,23999.62
Audi,2013,147236.0,307.0,3.2,Diesel,Automatic,0,34528.91
Ford,2011,174021.0,278.0,3.0,Hybrid,Automatic,0,26926.01
Ford,2022,63636.0,319.0,3.1,Diesel,Manual,0,36911.23
Volkswagen,2021,42883.0,344.0,3.7,Gasoline,Automatic,2,35478.13
Toyota,2024,9180.0,325.0,3.4,Gasoline,Automatic,0,47980.28
Toyota,2015,114249.0,115.0,1.7,Electric,Manual,1,8180.58
BMW,2022,33221.0,161.0,2.0,Gasoline,Automatic,0,40645.69
Toyota,2020,38036.0,350.0,3.2,Gasoline,Automatic,0,44936.83
Volkswagen,2023,29358.0,343.0,3.2,Gasoline,Automatic,0,51808.77
Honda,2011,240105.0,360.0,3.6,Gasoline,Automatic,1,30088.26
Ford,2021,36168.0,212.0,2.3,Gasoline,Manual,2,19921.42
Honda,2016,128760.0,233.0,3.0,Diesel,Automatic,1,20032.57
Ford,2012,205768.0,346.0,3.5,Diesel,Automatic,1,27048.62
BMW,2024,8045.0,233.0,2.4,Hybrid,Automatic,0,60138.58
Honda,2012,194245.0,348.0,3.3,Gasoline,Automatic,1,31242.99
Volkswagen,2014,165556.0,136.0,2.2,Gasoline,Manual,0,11175.61
Ford,2012,148950.0,102.0,1.7,Diesel,Automatic,1,3500.0
BMW,2011,265397.0,297.0,3.3,Diesel,Automatic,0,27983.09
Audi,2019,101739.0,400.0,3.8,Diesel,Manual,0,49596.46
BMW,2018,129951.0,324.0,3.2,Hybrid,Automatic,0,47316.89
Honda,2011,246608.0,238.0,2.9,Gasoline,Automatic,0,18856.04
Toyota,2023,21997.0,411.0,3.8,Hybrid,Automatic,0,64902.59
Honda,2020,82703.0,244.0,2.8,Diesel,Manual,1,26543.63
Volkswagen,2011,231925.0,255.0,2.8,Gasoline,Manual,0,20846.31
Toyota,2022,31139.0,179.0,2.5,Hybrid,Automatic,0,29734.03
Volkswagen,2024,12771.0,275.0,3.3,Diesel,Automatic,1,37828.42
Volkswagen,2017,121835.0,407.0,3.8,Gasoline,Automatic,0,47994.61
Ford,2024,21735.0,263.0,2.8,Gasoline,Automatic,1,34133.07
Mercedes-Benz,2018,111648.0,306.0,3.3,Gasoline,Manual,0,41547.2
Toyota,2016,101422.0,,3.3,Diesel,Automatic,3,24592.59
Toyota,2012,267253.0,186.0,2.7,Gasoline,Automatic,0,13271.34
BMW,2018,99184.0,206.0,2.8,Gasoline,Automatic,0,31660.36
Volkswagen,2012,163055.0,288.0,2.9,Gasoline,Manual,0,26162.64
BMW,2014,137970.0,409.0,3.6,Diesel,Manual,0,44572.86
Ford,2018,49326.0,110.0,1.6,Hybrid,Automatic,2,12901.94
Honda,2021,60915.0,,2.8,Diesel,Manual,0,33765.79
Mercedes-Benz,2023,35303.0,337.0,3.6,Gasoline,Manual,0,61062.43
Mercedes-Benz,2023,22795.0,365.0,3.9,Hybrid,Manual,0,69471.32
BMW,2012,194040.0,353.0,3.7,Diesel,Automatic,2,29264.21
Honda,2016,94605.0,147.0,2.0,Hybrid,Automatic,0,17134.72
Volkswagen,2021,50836.0,391.0,3.9,Gasoline,Automatic,3,34689.91
Ford,2010,227165.0,120.0,1.7,Gasoline,Manual,0,5025.14
Toyota,2013,176345.0,338.0,3.6,Diesel,Automatic,0,33259.21
Audi,2013,107278.0,182.0,2.4,Gasoline,Manual,0,19287.57
Toyota,2016,108708.0,354.0,3.7,Diesel,Automatic,1,33209.25
Audi,2017,151428.0,360.0,3.4,Hybrid,Automatic,2,39174.31
Ford,2010,178362.0,183.0,2.3,Hybrid,Automatic,0,14307.75
Honda,2014,154493.0,243.0,2.9,Electric,Manual,0,25408.91
Volkswagen,2016,119624.0,374.0,4.0,Diesel,Manual,1,35703.72
Mercedes-Benz,2021,76495.0,169.0,2.1,Gasoline,Automatic,0,37628.37
BMW,2013,219925.0,381.0,3.9,Gasoline,Automatic,0,41485.05
Mercedes-Benz,2022,55430.0,173.0,2.1,Diesel,Manual,0,39189.87
BMW,2013,124189.0,126.0,2.3,Diesel,Automatic,0,15020.6
BMW,2013,181199.0,416.0,3.9,Gasoline,Automatic,0,45724.01
Mercedes-Benz,2021,67538.0,321.0,3.4,Gasoline,Automatic,0,57421.99
Honda,2015,112724.0,182.0,2.3,Diesel,Automatic,0,16860.39
Volkswagen,2016,100695.0,191.0,2.9,Diesel,Manual,2,14444.21
Honda,2011,281203.0,255.0,2.9,Electric,Manual,0,21539.7
Hyundai,2024,13656.0,248.0,2.7,Diesel,Manual,1,26060.46
Audi,2014,210505.0,103.0,1.9,Diesel,Automatic,0,9986.91
Toyota,2013,216027.0,314.0,3.4,Diesel,Manual,1,24472.11
BMW,2024,26531.0,162.0,2.1,Electric,Automatic,0,52722.43
Audi,2023,31212.0,338.0,3.2,Diesel,Manual,1,46898.46
Honda,2022,22064.0,180.0,2.2,Hybrid,Automatic,0,30515.72
Volkswagen,2012,191554.0,305.0,3.4,Electric,Automatic,2,23220.65
Audi,2016,175585.0,179.0,1.9,Hybrid,Manual,0,21618.98
Toyota,2020,78848.0,118.0,1.8,Gasoline,Manual,0,16290.01
BMW,2021,57516.0,394.0,4.0,Gasoline,Automatic,3,40433.21
Honda,2015,201621.0,309.0,3.2,Gasoline,Manual,0,29153.07
Audi,2023,32720.0,417.0,4.4,Gasoline,Manual,0,62136.42
Hyundai,2016,110361.0,304.0,2.8,Gasoline,Manual,2,23580.78
Audi,2014,164007.0,310.0,3.0,Gasoline,Automatic,0,36648.13
Ford,2022,47917.0,131.0,1.5,Gasoline,Automatic,0,19346.72
Mercedes-Benz,2015,81887.0,224.0,3.0,Diesel,Automatic,3,20472.17
Mercedes-Benz,2014,161358.0,131.0,1.7,Diesel,Manual,0,14412.71
Honda,2023,37900.0,253.0,2.4,Gasoline,Automatic,2,27764.14
Mercedes-Benz,2016,123262.0,372.0,3.5,Diesel,Automatic,0,51039.92
Toyota,2011,253008.0,147.0,1.8,Diesel,Automatic,1,5430.79
Volkswagen,2023,30651.0,391.0,3.7,Diesel,Manual,0,51916.2
Honda,2020,106456.0,411.0,3.9,Hybrid,Automatic,3,35284.33
Toyota,2014,134134.0,114.0,2.0,Gasoline,Automatic,0,9673.57
Toyota,2015,,162.0,2.1,Gasoline,Automatic,0,14721.37
BMW,2015,109644.0,218.0,2.6,Gasoline,Manual,1,22378.85
Ford,2024,10041.0,176.0,2.1,Gasoline,Manual,0,27673.62
BMW,2014,73961.0,419.0,3.7,Diesel,Manual,1,44132.7
Toyota,2019,88582.0,242.0,2.4,Gasoline,Manual,2,19228.29
Honda,2016,132862.0,271.0,2.9,Gasoline,Automatic,0,28086.53
Volkswagen,2019,74395.0,214.0,2.5,Gasoline,Automatic,1,21978.28
Mercedes-Benz,2017,71375.0,156.0,2.0,Gasoline,Automatic,0,29281.59
Honda,2016,99952.0,95.0,1.3,Diesel,Manual,0,7497.48
Volkswagen,2014,165631.0,214.0,2.6,Diesel,Manual,0,17162.53
Audi,2010,253535.0,403.0,4.2,Gasoline,Manual,1,32553.14
Volkswagen,2022,43716.0,415.0,3.9,Gasoline,Manual,0,51659.32
Honda,2014,160739.0,142.0,1.9,Gasoline,Automatic,1,8700.23
Toyota,2019,77675.0,155.0,2.1,Gasoline,Manual,0,15141.49
Mercedes-Benz,2011,284077.0,403.0,3.7,Hybrid,Manual,1,34592.32
Toyota,2022,35995.0,171.0,2.0,Gasoline,Automatic,0,26222.62
Mercedes-Benz,2014,122188.0,176.0,2.3,Diesel,Automatic,2,17736.63
Volkswagen,2014,142078.0,91.0,1.8,Hybrid,Automatic,0,8116.17
Audi,2011,224400.0,293.0,3.1,Gasoline,Automatic,0,28076.08
Mercedes-Benz,2014,117045.0,239.0,2.3,Gasoline,Manual,0,28745.52
Hyundai,2022,42320.0,382.0,3.8,Electric,Automatic,1,46792.59
Ford,2013,170286.0,192.0,2.8,Hybrid,Automatic,0,16619.69
Mercedes-Benz,2010,173910.0,113.0,1.8,Diesel,Automatic,1,9275.32
Ford,2012,197951.0,301.0,3.1,Diesel,Automatic,0,26731.84
Ford,2010,150163.0,,1.9,Hybrid,Manual,1,9658.0
Volkswagen,2021,44327.0,298.0,3.2,Gasoline,Automatic,0,44175.77
Mercedes-Benz,2020,76726.0,340.0,3.3,Hybrid,Manual,0,55296.54
Hyundai,2024,4543.0,206.0,2.7,Diesel,Automatic,0,28719.68
Mercedes-Benz,2014,66312.0,205.0,2.3,Diesel,Automatic,0,30404.72
Ford,2013,188864.0,326.0,3.4,Electric,Automatic,0,37592.53
Ford,2016,159162.0,194.0,2.4,Hybrid,Automatic,2,14745.07
BMW,2014,134707.0,348.0,3.8,Gasoline,Automatic,3,26413.81
Honda,2019,69666.0,135.0,2.0,Gasoline,Manual,1,12139.63
Toyota,2023,36146.0,400.0,4.1,Diesel,Automatic,0,55800.79
Ford,2013,113046.0,305.0,3.2,Diesel,Automatic,0,28833.02
Honda,2011,122928.0,390.0,3.8,Diesel,Manual,1,33735.47
Honda,2013,184109.0,113.0,1.8,Electric,Automatic,0,7966.89
Honda,2021,60839.0,124.0,1.7,Hybrid,Automatic,2,14950.44
Toyota,2011,248255.0,113.0,1.9,Gasoline,Automatic,0,3500.0
Toyota,2017,57312.0,117.0,1.7,Gasoline,Automatic,3,9547.2
Hyundai,2012,112581.0,,1.8,Diesel,Automatic,0,6419.56
Ford,2018,98473.0,148.0,2.2,Diesel,Manual,1,11795.34
Ford,2022,47460.0,332.0,3.7,Diesel,Manual,0,38622.88
BMW,2013,200765.0,296.0,3.1,Diesel,Automatic,2,24532.78
Honda,2022,36068.0,360.0,3.7,Diesel,Automatic,0,48690.75
Audi,2015,154492.0,338.0,3.6,Gasoline,Automatic,1,34534.12
